kill_chain_phases,external_references,x_mitre_version,technique,technique_description,id,object_marking_refs,type,created_by_ref,created,tactic,url,matrix,technique_id,modified,data_sources,permissions_required,platform,impact_type,technique_detection,contributors,defense_bypassed,network_requirements,effective_permissions,system_requirements,capec_id,capec_url,remote_support,x_mitre_old_attack_id,detectable_by_common_defenses,difficulty_explanation,difficulty_for_adversary,detectable_explanation,x_mitre_deprecated,tactic_type
"[{'phase_name': 'adversary-opsec', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1305', 'source_name': 'mitre-pre-attack', 'external_id': 'T1305'}, {'source_name': 'APT1', 'description': 'Mandiant. (n.d.). APT1: Exposing One of China’s Cyber Espionage Units. Retrieved March 5, 2017.'}]",1.0,Private whois services,"Every domain registrar maintains a publicly viewable database that displays contact information for every registered domain. Private 'whois' services display alternative information, such as their own company data, rather than the owner of the domain. (Citation: APT1)",attack-pattern--3160347f-11ac-44a3-9640-a648b3c17a8f,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['adversary-opsec'],https://attack.mitre.org/techniques/T1305,mitre-pre-attack,T1305,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1082,Yes,Commercially available or easy to set up and/or register using a disposable email account.,Yes,"Algorithmically possible to detect COTS service usage or use of non-specific mailing addresses (PO Boxes, drop sites, etc.)",,
"[{'phase_name': 'priority-definition-planning', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1235', 'source_name': 'mitre-pre-attack', 'external_id': 'T1235'}, {'source_name': 'FBIIntelligencePrimer', 'description': 'FBI. (n.d.). Intelligence Branch: Intelligence Primer. Retrieved March 2, 2017.'}]",1.0,Receive operator KITs/KIQs tasking,Analysts may receive intelligence requirements from leadership and begin research process to satisfy a requirement.  Part of this process may include delineating between needs and wants and thinking through all the possible aspects associating with satisfying a requirement. (Citation: FBIIntelligencePrimer),attack-pattern--7863b7f1-c18a-4aad-a6cf-4aa6d8797531,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['priority-definition-planning'],https://attack.mitre.org/techniques/T1235,mitre-pre-attack,T1235,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1012,No,Normal aspect of adversary planning lifecycle.  May not be done by all adversaries.,Yes,"Normally, defender is unable to detect.  Few agencies and commercial organizations may have unique insights.",,
"[{'phase_name': 'test-capabilities', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1358', 'source_name': 'mitre-pre-attack', 'external_id': 'T1358'}, {'source_name': 'EDB-39007', 'description': 'Tavis Ormandy and Natalie Silvanovich. (2015, December 16). FireEye - Wormable Remote Code Execution in MIP JAR Analysis. Retrieved March 9, 2017.'}, {'source_name': 'infosec-covering-tracks', 'description': 'Infosec Institute. (2015, September 9). Covering Tracks of Attacks. Retrieved May 9, 2017.'}]",1.0,Review logs and residual traces,Execution of code and network communications often result in logging or other system or network forensic artifacts. An adversary can run their code to identify what is recorded under different conditions. This may result in changes to their code or adding additional actions (such as deleting a record from a log) to the code. (Citation: EDB-39007) (Citation: infosec-covering-tracks),attack-pattern--a16e4004-caac-4a0b-acd5-486f8fda1665,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['test-capabilities'],https://attack.mitre.org/techniques/T1358,mitre-pre-attack,T1358,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1135,No,Adversary has full control of environment to determine what level of auditing and traces exist on a system after execution.,Yes,Adversary controls the test and defender likely has no visibility.,,
"[{'phase_name': 'establish-&-maintain-infrastructure', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1340', 'source_name': 'mitre-pre-attack', 'external_id': 'T1340'}, {'source_name': 'CiscoAngler', 'description': 'Nick Biasini. (2015, March 3). Threat Spotlight: Angler Lurking in the Domain Shadows. Retrieved March 6, 2017.'}, {'source_name': 'ProofpointDomainShadowing', 'description': 'Proofpoint Staff. (2015, December 15). The shadow knows: Malvertising campaigns use domain shadowing to pull in Angler EK. Retrieved March 6, 2017.'}]",1.0,Shadow DNS,The process of gathering domain account credentials in order to silently create subdomains pointed at malicious servers without tipping off the actual owner. (Citation: CiscoAngler) (Citation: ProofpointDomainShadowing),attack-pattern--3f157dee-74f0-41fc-801e-f837b8985b0a,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['establish-&-maintain-infrastructure'],https://attack.mitre.org/techniques/T1340,mitre-pre-attack,T1340,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1117,Partial,"To successfully conduct this attack, an adversary usually phishes the individual behind the domain registrant account, logs in with credentials, and creates a large amount of subdomains.",Yes,"Detection of this technique requires individuals to monitor their domain registrant accounts routinely.  In addition, defenders have had success with blacklisting sites or IP addresses, but an adversary can defeat this by rotating either the subdomains or the IP addresses associated with the campaign.",,
"[{'phase_name': 'priority-definition-direction', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1237', 'source_name': 'mitre-pre-attack', 'external_id': 'T1237'}, {'source_name': 'ICD204', 'description': 'Office of the Director of National Intelligence. (2015, January 02).  Retrieved March 5, 2017.'}, {'source_name': 'KIT-Herring', 'description': 'Jan P. Herring. (1999). Key Intelligence Topics: A Process to Identify and Define Intelligence Needs. Retrieved May 19, 2017.'}]",1.0,"Submit KITs, KIQs, and intelligence requirements","Once they have been created, intelligence requirements, Key Intelligence Topics (KITs), and Key Intelligence Questions (KIQs) are submitted into a central management system. (Citation: ICD204) (Citation: KIT-Herring)",attack-pattern--03da0598-ed46-4a73-bf43-0313b3522400,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['priority-definition-direction'],https://attack.mitre.org/techniques/T1237,mitre-pre-attack,T1237,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1014,No,Normal aspect of adversary planning lifecycle.  May not be done by all adversaries.,Yes,"Normally, defender is unable to detect.  Few agencies and commercial organizations may have unique insights.",,
"[{'phase_name': 'test-capabilities', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1356', 'source_name': 'mitre-pre-attack', 'external_id': 'T1356'}, {'source_name': 'LeeBeaconing', 'description': 'Tony Lee. (2012, December 11). Testing Your Defenses - Beaconing. Retrieved March 9, 2017.'}]",1.0,Test callback functionality,Callbacks are malware communications seeking instructions. An adversary will test their malware to ensure the appropriate instructions are conveyed and the callback software can be reached. (Citation: LeeBeaconing),attack-pattern--0649fc36-72a0-40a0-a2f9-3fc7e3231ad6,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['test-capabilities'],https://attack.mitre.org/techniques/T1356,mitre-pre-attack,T1356,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1133,No,Adversary controls or acquires all pieces of infrastructure and can test outside of defender's visibility.,Yes,Adversary controls the test and defender likely has no visibility.,,
"[{'phase_name': 'test-capabilities', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1361', 'source_name': 'mitre-pre-attack', 'external_id': 'T1361'}, {'source_name': 'WiredVirusTotal', 'description': 'Kim Zetter. (14, September 2). A Google Site Meant to Protect You Is Helping Hackers Attack You. Retrieved March 9, 2017.'}]",1.0,Test signature detection for file upload/email filters,An adversary can test their planned method of attack against existing security products such as email filters or intrusion detection sensors (IDS). (Citation: WiredVirusTotal),attack-pattern--c9ac5715-ee5c-4380-baf4-6f12e304ca93,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['test-capabilities'],https://attack.mitre.org/techniques/T1361,mitre-pre-attack,T1361,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1138,Yes,Current open source technologies and websites exist to facilitate adversary testing of malware against signatures.,Yes,Use of sites like [https://www.virustotal.com VirusTotal] to test signature detection often occurs to test detection.  Defender can also look for newly added uploads as a precursor to an adversary's launch of an attack.,,
"[{'phase_name': 'establish-&-maintain-infrastructure', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1327', 'source_name': 'mitre-pre-attack', 'external_id': 'T1327'}, {'source_name': 'KrebsStLouisFed', 'description': 'Brian Krebs. (2015, May 18). St. Louis Federal Reserve Suffers DNS Breach. Retrieved March 6, 2017.'}]",1.0,Use multiple DNS infrastructures,A technique used by the adversary similar to Dynamic DNS with the exception that the use of multiple DNS infrastructures likely have whois records. (Citation: KrebsStLouisFed),attack-pattern--616238cb-990b-4c71-8f50-d8b10ed8ce6b,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['establish-&-maintain-infrastructure'],https://attack.mitre.org/techniques/T1327,mitre-pre-attack,T1327,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1104,Partial,"Requires more planning, but feasible.",Yes,"This is by design captured in public registration logs.  Various tools and services exist to track/query/monitor domain name registration information.  However, tracking multiple DNS infrastructures will likely require multiple tools/services or more advanced analytics.",,
"[{'phase_name': 'organizational-information-gathering', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1277', 'source_name': 'mitre-pre-attack', 'external_id': 'T1277'}, {'source_name': 'SANSThreatProfile', 'description': 'Stephen Irwin. (2014, September 8). Creating a Threat Profile for Your Organization. Retrieved March 5, 2017.'}, {'source_name': 'Infosec-osint', 'description': 'InfoSec Institute. (2013, September 11). OSINT (Open-Source Intelligence). Retrieved May 9, 2017.'}, {'source_name': 'isight-osint', 'description': 'Dawn Lomer. (2017). 101+ OSINT Resources for Investigators. Retrieved May 9, 2017.'}]",1.0,Acquire OSINT data sets and information,Data sets can be anything from Security Exchange Commission (SEC) filings to public phone numbers. Many datasets are now either publicly available for free or can be purchased from a variety of data vendors.  Open source intelligence (OSINT) is intelligence gathered from publicly available sources. This can include both information gathered on-line as well as in the physical world. (Citation: SANSThreatProfile) (Citation: Infosec-osint) (Citation: isight-osint),attack-pattern--028ad431-84c5-4eb7-a364-2b797c234f88,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['organizational-information-gathering'],https://attack.mitre.org/techniques/T1277,mitre-pre-attack,T1277,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1054,No,"Large quantities of data exists on people, organizations and technologies whether divulged wittingly or collected as part of doing business on the Internet (unbeknownst to the user/company).  Search engine and database indexing companies continuously mine this information and make it available to anyone who queries for it.",Yes,This activity is indistinguishable from legitimate business uses and easy to obtain.,,
"[{'phase_name': 'adversary-opsec', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1310', 'source_name': 'mitre-pre-attack', 'external_id': 'T1310'}, {'source_name': 'Adobe Code Signing Cert', 'description': 'Brad Arkin. (2012, September 27). Inappropriate Use of Adobe Code Signing Certificate. Retrieved March 28, 2017.'}]",1.0,Acquire or compromise 3rd party signing certificates,Code signing is the process of digitally signing executables or scripts to confirm the software author and guarantee that the code has not been altered or corrupted. Users may trust a signed piece of code more than an unsigned piece of code even if they don't know who issued the certificate or who the author is. (Citation: Adobe Code Signing Cert),attack-pattern--e5164428-03ca-4336-a9a7-4d9ea1417e59,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['adversary-opsec'],https://attack.mitre.org/techniques/T1310,mitre-pre-attack,T1310,2019-02-19T18:54:54.471Z,,,,,,,,,,,,,,PRE-T1087,No,It is trivial to purchase code signing certificates within an organization; many exist and are available at reasonable cost. It is complex to factor or steal 3rd party code signing certificates for use in malicious mechanisms,No,Defender will not know what certificates an adversary acquires from a 3rd party. Defender will not know prior to public disclosure if a 3rd party has had their certificate compromised.,,
"[{'phase_name': 'organizational-weakness-identification', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1301', 'source_name': 'mitre-pre-attack', 'external_id': 'T1301'}, {'source_name': 'Warwick2015', 'description': 'Warwick Ashford. (2015, March). Cyber crime: What every business needs to know. Retrieved March 6, 2017.'}]",1.0,Analyze business processes,"Business processes, such as who typically communicates with who, or what the supply chain is for a particular part, provide opportunities for social engineering or other  (Citation: Warwick2015)",attack-pattern--57619ab3-f6a5-43c8-8dd1-b0b8a986a870,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['organizational-weakness-identification'],https://attack.mitre.org/techniques/T1301,mitre-pre-attack,T1301,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1078,No,"To get any kind of fidelity into business processes would require insider access.  Basic processes could be mapped, but understanding where in the organization these processes take place and who to target during any given phase of the process would generally be difficult.",No,Social engineering and other attempts to learn about business practices and processes would not immediately be associated with an impending cyber event.,,
"[{'phase_name': 'people-weakness-identification', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1297', 'source_name': 'mitre-pre-attack', 'external_id': 'T1297'}, {'source_name': 'FakeLinkedIn', 'description': 'LIFARS. (2015, October 8). Hackers Fake LinkedIn Profiles to Scout Targets. Retrieved March 5, 2017.'}]",1.0,Analyze organizational skillsets and deficiencies,"Understanding organizational skillsets and deficiencies could provide insight in to weakness in defenses, or opportunities for exploitation. (Citation: FakeLinkedIn)",attack-pattern--96eb59d1-6c46-44bb-bfcd-56be02a00d41,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['people-weakness-identification'],https://attack.mitre.org/techniques/T1297,mitre-pre-attack,T1297,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1074,No,Job postings have to be made public for contractors and many times have the name of the organization being supported.,Yes,No access to who is consuming the job postings to know what is being observed.,,
"[{'phase_name': 'priority-definition-planning', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1236', 'source_name': 'mitre-pre-attack', 'external_id': 'T1236'}, {'source_name': 'CyberAdvertisingChar', 'description': 'Tom Parker, Matt Devost, Marcus Sachs, and Toby Miller. (2003). Cyber Adversary Characterization. Retrieved March 5, 2017.'}, {'source_name': 'CIATradecraft', 'description': 'Central Intelligence Agency. (2009). A Tradecraft Primer: Structured Analytic Techniques for Improving Intelligence Analysis. Retrieved March 5, 2017.'}, {'source_name': 'ForensicAdversaryModeling', 'description': 'John Lowry, Rico Valdez, Brad Wood. (n.d.). Adversary Modeling to Develop Forensic Observables. Retrieved March 5, 2017.'}, {'source_name': 'CyberAdversaryBehavior', 'description': 'Elizabeth Van Ruitenbeek, Ken Keefe, William H. Sanders, and Carol Muehrcke. (2010). Characterizing the Behavior of Cyber Adversaries: The Means, Motive, and Opportunity of Cyberattacks. Retrieved March 5, 2017.'}]",1.0,"Assess current holdings, needs, and wants",Analysts assess current information available against requirements that outline needs and wants as part of the research baselining process to begin satisfying a requirement. (Citation: CyberAdvertisingChar) (Citation: CIATradecraft) (Citation: ForensicAdversaryModeling) (Citation: CyberAdversaryBehavior),attack-pattern--8e927b19-04a6-4aaa-a42f-4f0a53411d27,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['priority-definition-planning'],https://attack.mitre.org/techniques/T1236,mitre-pre-attack,T1236,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1013,No,Normal aspect of adversary planning lifecycle.  May not be done by all adversaries.,Yes,"Normally, defender is unable to detect.  Few agencies and commercial organizations may have unique insights.",,
"[{'phase_name': 'organizational-weakness-identification', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1298', 'source_name': 'mitre-pre-attack', 'external_id': 'T1298'}, {'source_name': 'Zetter2015Threats', 'description': 'Kim Zetter. (2015, January 4). The Biggest Security Threats We’ll Face in 2015. Retrieved March 5, 2017.'}, {'source_name': 'WSJTargetBreach', 'description': ""Paul Ziobro. (2014, February 6). Target Breach Began With Contractor's Electronic Billing Link. Retrieved March 6, 2017.""}]",1.0,Assess vulnerability of 3rd party vendors,Once a 3rd party vendor has been identified as being of interest it can be probed for vulnerabilities just like the main target would be. (Citation: Zetter2015Threats) (Citation: WSJTargetBreach),attack-pattern--1def484d-2343-470d-8925-88f45b5f9615,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['organizational-weakness-identification'],https://attack.mitre.org/techniques/T1298,mitre-pre-attack,T1298,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1075,No,The difficult part is enumerating all 3rd parties.  Finding major partners would not be difficult.  Significantly easier with insider knowledge.  Vulnerability scanning the 3rd party networks is trivial.,Yes,3rd parties would most likely not report network scans to their partners.  Target network would not know that their 3rd party partners were being used as a vector.,,
"[{'phase_name': 'compromise', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1384', 'source_name': 'mitre-pre-attack', 'external_id': 'T1384'}, {'source_name': 'WSUSpect2015', 'description': 'Paul Stone & Alex Chapman. (2015, August 5). WSUSpect: Compromising the Windows Enterprise via Windows Update. Retrieved March 1, 2017.'}]",1.0,Automated system performs requested action,"This technique has been deprecated. Please see ATT&CK's Initial Access and Execution tactics for replacement techniques.

Users may be performing legitimate activity but using media that is compromised (e.g., using a USB drive that comes with malware installed during manufacture or supply). Upon insertion in the system the media auto-runs and the malware executes without further action by the user. (Citation: WSUSpect2015)",attack-pattern--0e6abb17-0f81-4988-9fd2-4ba0b673d729,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['compromise'],https://attack.mitre.org/techniques/T1384,mitre-pre-attack,T1384,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1161,No,"Autoruns with USB keys and CDs traditionally were always on (e.g., [http://windows.microsoft.com Windows] 7 is now an exception with a new policy of limiting the always on nature of Autoruns), ensuring and automated system completes a requested action.  Specialized use cases exist where automated systems are specifically designed against automatically performing certain actions (e.g., USB/CD insertion and automatically running is disabled in certain environments).",Yes,Environments without extensive endpoint sensing capabilities do not typically collect this level of detailed information.,True,
"[{'phase_name': 'build-capabilities', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1352', 'source_name': 'mitre-pre-attack', 'external_id': 'T1352'}, {'source_name': 'HAMMERTOSS2015', 'description': 'FireEye. (2015, July). HAMMERTOSS: Stealthy Tactics Define a Russian Cyber Threat Group. Retrieved March 6, 2017.'}]",1.0,C2 protocol development,"Command and Control (C2 or C&C) is a method by which the adversary communicates with malware. An adversary may use a variety of protocols and methods to execute C2 such as a centralized server, peer to peer, IRC, compromised web sites, or even social media. (Citation: HAMMERTOSS2015)",attack-pattern--8e211ec9-5dfc-4915-aff4-84d5908f0336,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['build-capabilities'],https://attack.mitre.org/techniques/T1352,mitre-pre-attack,T1352,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1129,No,C2 over commonly used and permitted protocols provides the necessary cover and access.,Yes,"Adversary will likely use code repositories, but development will be performed on their local systems.",,
"[{'phase_name': 'establish-&-maintain-infrastructure', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1334', 'source_name': 'mitre-pre-attack', 'external_id': 'T1334'}, {'source_name': 'WateringHole2014', 'description': 'Pierluigi Paganini. (2014, February 15). FireEye discovered a new watering hole attack based on 0-day exploit. Retrieved March 1, 2017.'}, {'source_name': 'FireEye Operation SnowMan', 'description': 'Darien Kindlund, Xiaobo Chen, Mike Scott, Ned Moran, Dan Caselden. (2014, February 13). Operation SnowMan: DeputyDog Actor Compromises US Veterans of Foreign Wars Website. Retrieved March 28, 2017.'}]",1.0,Compromise 3rd party infrastructure to support delivery,"Instead of buying, leasing, or renting infrastructure an adversary may compromise infrastructure and use it for some or all of the attack cycle. (Citation: WateringHole2014) (Citation: FireEye Operation SnowMan)",attack-pattern--e51398e6-53dc-4e9f-a323-e54683d8672b,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['establish-&-maintain-infrastructure'],https://attack.mitre.org/techniques/T1334,mitre-pre-attack,T1334,2018-10-26T14:58:31.328Z,,,,,,,,,,,,,,PRE-T1111,No,"Commonly used technique currently (e.g., [https://www.wordpress.com WordPress] sites) as precursor activity to launching attack against intended target (e.g., acquiring botnet or layers of proxies for reducing attribution possibilities).",Yes,Defender will not have visibility on 3rd party sites unless target is successfully enticed to visit one.,,
"[{'phase_name': 'technical-information-gathering', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1253', 'source_name': 'mitre-pre-attack', 'external_id': 'T1253'}, {'source_name': 'SurveyDetectionStrategies', 'description': 'Jamal Raiyn. (2014). A survey of Cyber Attack Detection Strategies. Retrieved March 5, 2017.'}, {'source_name': 'CyberReconPaper', 'description': 'H. P. Sanghvi and M. S. Dahiya. (2013, February). Cyber Reconnaissance: An Alarm before Cyber Attack. Retrieved March 5, 2017.'}]",1.0,Conduct passive scanning,Passive scanning is the act of looking at existing network traffic in order to identify information about the communications system. (Citation: SurveyDetectionStrategies) (Citation: CyberReconPaper),attack-pattern--a7c620e5-cbc9-41b2-9695-418ef560f16c,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['technical-information-gathering'],https://attack.mitre.org/techniques/T1253,mitre-pre-attack,T1253,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1030,No,Easy to do but it requires a vantage point conducive to accessing this data.,Yes,Generates no network traffic that would enable detection.,,
"[{'phase_name': 'compromise', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1383', 'source_name': 'mitre-pre-attack', 'external_id': 'T1383'}, {'source_name': 'FireEye Malware Stages', 'description': 'carlota. (2014, November 12). Stages of a Malware Infection. Retrieved April 1, 2017.'}, {'source_name': 'APTNetworkTrafficAnalysis', 'description': 'Nart Villeneuve and James Bennett. (2012). Detecting APT Activity with Network Traffic Analysis. Retrieved March 9, 2017.'}]",1.0,Confirmation of launched compromise achieved,"This technique has been deprecated. Please see ATT&CK's Initial Access and Execution tactics for replacement techniques.

Upon successful compromise the adversary may implement methods for confirming success including communication to a command and control server, exfiltration of data, or a verifiable intended effect such as a publicly accessible resource being inaccessible or a web page being defaced. (Citation: FireEye Malware Stages) (Citation: APTNetworkTrafficAnalysis)",attack-pattern--f4c5d1d9-8f0e-46f1-a9fa-f9a440926046,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['compromise'],https://attack.mitre.org/techniques/T1383,mitre-pre-attack,T1383,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1160,Yes,"Certainty of the confirmation of compromise is not guaranteed unless the adversary sees communication to a command and control server, exfiltration of data, or an intended effect occur.",Yes,Current commercial tools and sensitive analytics can be used to detect communications to command and control servers or data exfiltration.,True,
"[{'phase_name': 'priority-definition-planning', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1231', 'source_name': 'mitre-pre-attack', 'external_id': 'T1231'}, {'source_name': 'KPMGChina5Year', 'description': 'KPMG. (2016, October 19). China’s 13th Five-Year Plan signals a potential new era of Sino-foreign cooperation, finds KPMG report. Retrieved March 2, 2017.'}, {'source_name': 'China5YearPlans', 'description': 'Wikipedia contributors. (2017, February 8). Five-year plans of China. Retrieved March 2, 2017.'}, {'source_name': 'ChinaUN', 'description': ""People's Republic of China. (2015, November). China's 13th Five-Year Plan. Retrieved May 19, 2017.""}]",1.0,Create strategic plan,"Strategic plans outline the mission, vision, and goals for an adversary at a high level in relation to the key partners, topics, and functions the adversary carries out. (Citation: KPMGChina5Year) (Citation: China5YearPlans) (Citation: ChinaUN)",attack-pattern--ec739e26-d097-4804-b04a-54dd81ff11e0,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['priority-definition-planning'],https://attack.mitre.org/techniques/T1231,mitre-pre-attack,T1231,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1008,No,Normal aspect of adversary planning lifecycle.  May not be done by all adversaries.,Yes,"Normally, defender is unable to detect.  Few agencies and commercial organizations may have unique insights.",,
"[{'phase_name': 'launch', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1380', 'source_name': 'mitre-pre-attack', 'external_id': 'T1380'}, {'source_name': 'TPMalvertising', 'description': 'Michael Mimoso. (2015, March 30). AD NETWORKS RIPE FOR ABUSE VIA MALVERTISING. Retrieved March 9, 2017.'}]",1.0,Deploy exploit using advertising,"This technique has been deprecated. Please see ATT&CK's Initial Access and Execution tactics for replacement techniques.

Exploits spread through advertising (malvertising) involve injecting malicious or malware-laden advertisements into legitimate online advertising networks and webpages. (Citation: TPMalvertising)",attack-pattern--d72c0bc0-3007-418c-842c-328027ebdbc1,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['launch'],https://attack.mitre.org/techniques/T1380,mitre-pre-attack,T1380,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1157,No,"An adversary can deploy exploits via malvertising using multiple mechanisms.  Such mechanisms include an image ad that is infected, redirection, or using social engineering to get the end user to install the malicious software themselves.",Yes,"Although some commercial technologies are being advertised which claim to detect malvertising, it largely spreads unknowingly because it doesn't always require an action by a user.",True,
